LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT2,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
100000,male,university,single,36,8,7,6,5,4,3,108478.0,102360.0,0.0,0.0,1170,0.0,0.0,0.0,0
90000,female,university,married,29,0,0,0,0,0,0,6645.0,8403.0,1125.0,1115.0,500,500.0,1252.0,154.0,0
90000,female,graduate school,married,37,-2,-2,-2,-2,-2,-1,0.0,-232.01,0.0,2366.0,1068,0.0,9500.0,2500.0,0
90000,male,university,married,52,2,2,2,2,2,2,92152.0,85868.0,3900.0,0.0,6800,0.0,6500.0,0.0,0
30000,male,high school,single,25,-2,-2,-2,-2,-2,-2,0.0,390.0,0.0,390.0,749,390.0,0.0,805.0,1
300000,male,university,single,29,0,0,0,0,0,0,49831.0,49484.0,5000.0,5000.0,5000,5000.0,5000.0,5000.0,0
20000,male,high school,married,36,0,0,0,0,0,0,19919.0,19662.0,1690.0,1203.0,755,701.0,600.0,115.0,0
30000,female,graduate school,single,25,0,0,0,0,0,0,10039.0,18179.0,2000.0,2000.0,5611,2000.0,2000.0,1500.0,1
50000,female,graduate school,single,27,0,0,0,0,0,0,15588.0,20714.0,3000.0,2000.0,2000,2000.0,2000.0,840.0,0
50000,male,high school,married,45,-1,-1,-2,-2,-2,-2,0.0,0.0,300.0,0.0,0,0.0,0.0,0.0,0
30000,female,graduate school,single,22,0,0,0,2,3,2,9570.0,9022.0,1190.0,1858.0,800,0.0,0.0,500.0,1
60000,female,graduate school,single,28,1,2,0,0,0,0,46226.0,49532.0,0.0,2100.0,2000,2000.0,2000.0,3000.0,0
200000,female,graduate school,single,25,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0,0.0,476.0,288.0,1
450000,female,university,married,39,-1,0,0,-2,-2,-2,1810.0,0.0,1000.0,0.0,0,0.0,0.0,1040.0,0
140000,female,university,married,32,0,0,0,0,0,0,116582.0,100179.0,5820.0,4920.0,3600,3700.0,3900.0,3602.0,0
120000,female,university,married,47,0,0,0,0,0,0,115646.0,39306.0,6500.0,4300.0,1175,1658.0,784.0,0.0,0
270000,female,university,single,45,0,0,0,-1,-1,-1,8139.0,3902.0,1173.0,1000.0,8294,3902.0,468.0,291.0,0
130000,male,graduate school,single,46,0,0,0,0,0,0,114977.0,41529.0,6000.0,9000.0,2000,2000.0,3000.0,4000.0,1
50000,male,university,married,27,0,0,0,0,0,0,3898.0,20289.0,1010.0,10401.100000000024,694,1000.0,700.0,400.0,0
220000,female,university,married,52,-1,-1,-2,-2,-2,-2,5183.0,2256.0,5209.0,3649.0,2977,2267.0,0.0,0.0,0
50000,male,university,married,26,0,0,0,0,0,0,23228.0,18705.0,1436.0,1162.0,2184,871.0,500.0,0.0,0
20000,male,university,single,36,2,0,0,-1,-1,-1,35869.0,3019.0,1503.0,2036.0,309,3100.0,9500.0,500.0,0
110000,male,high school,married,54,0,0,0,0,0,0,107957.0,70982.0,4500.0,3786.0,2666,2900.0,3100.0,2856.0,0
70000,female,graduate school,single,36,0,0,0,0,0,0,71101.0,48686.0,2893.0,4231.0,8000,2500.0,1675.0,2000.0,0
380000,female,high school,married,38,0,0,0,0,0,0,136905.5000000001,115883.00000000003,10300.0,10401.100000000024,10000,9570.600000000013,9500.0,9600.0,0
160000,male,others,single,26,-2,-1,-1,0,0,0,16175.0,21234.0,10300.0,8641.0,10000,62.0,1.0,0.0,0
70000,male,high school,others,35,2,2,2,2,2,2,48839.0,51658.0,2200.0,1900.0,2000,2100.0,2100.0,2000.0,0
90000,female,university,single,29,-1,-1,-1,-1,-1,-1,11056.0,4128.0,10300.0,3916.0,3506,4128.0,4254.0,3438.0,0
130000,male,high school,others,52,0,0,0,0,0,0,69025.0,41556.0,3003.0,2000.0,2000,2000.0,1590.0,2000.0,1
240000,female,graduate school,single,26,1,-1,-1,-2,-1,-1,3919.0,7859.0,3930.0,0.0,0,7882.0,0.0,805.0,0
120000,male,high school,married,32,2,2,2,2,2,2,68842.0,72213.0,3000.0,2700.0,2800,2600.0,2900.0,0.0,0
240000,female,graduate school,married,44,0,0,0,0,0,0,136905.5000000001,115883.00000000003,6600.0,8000.0,7000,9570.600000000013,7181.0,7236.0,0
300000,male,graduate school,single,45,0,0,0,0,0,0,64460.0,55981.0,3000.0,3000.0,3000,3000.0,3000.0,3000.0,0
100000,female,university,married,40,0,0,0,0,0,0,26616.0,30035.0,2008.0,2000.0,2000,3000.0,5000.0,3000.0,0
200000,female,graduate school,single,25,-2,-2,-1,0,-1,-1,2886.0,2814.0,2886.0,9288.0,0,2814.0,2610.0,2828.0,0
50000,male,university,married,39,0,0,0,0,0,0,45625.0,15733.0,7031.0,2013.0,3005,2007.0,5007.0,1003.0,0
100000,female,graduate school,married,40,1,-2,-2,-1,2,2,-200.0,414.0,0.0,0.0,1994,0.0,1000.0,0.0,0
500000,male,graduate school,single,39,-1,-1,-1,-1,0,-1,-200.0,6655.0,472.0,10401.100000000024,10000,33.0,3984.0,2122.0,0
20000,male,others,single,50,0,0,0,-1,-1,-2,19242.0,0.0,1333.0,1000.0,780,0.0,0.0,0.0,0
280000,female,graduate school,single,39,-1,-1,-1,-1,-1,-1,325.0,1313.0,350.0,2001.0,1400,1320.0,1300.0,1500.0,0
160000,female,graduate school,single,23,0,0,0,0,0,-2,136905.5000000001,-10.0,10300.0,10401.100000000024,10000,0.0,0.0,3570.0,0
30000,male,university,single,22,0,0,0,0,0,0,25917.0,12017.0,1385.0,1270.0,367,336.0,112.0,0.0,0
50000,male,graduate school,others,45,0,0,0,0,0,0,16422.0,23460.0,6000.0,5000.0,5000,5000.0,5000.0,5000.0,0
20000,male,graduate school,single,24,-1,-1,-1,-1,-1,-1,4470.0,2948.0,4515.0,8186.0,7913,3049.0,1624.0,3800.0,0
140000,male,graduate school,single,32,0,0,0,2,0,0,59395.0,61050.0,9395.0,10401.100000000024,0,5000.0,7086.0,6505.0,0
130000,male,high school,single,27,0,0,0,0,0,0,61868.0,67908.0,2317.0,3000.0,3000,3000.0,5000.0,2305.0,0
100000,female,university,single,23,0,0,0,0,0,0,14564.0,20594.0,1258.0,1255.0,3000,3000.0,7000.0,1225.0,0
100000,male,university,single,25,0,0,0,0,0,0,85014.0,82289.0,3200.0,3155.0,3504,3001.0,3301.0,2839.0,0
50000,male,university,single,26,2,2,2,2,2,2,34154.0,34548.0,2000.0,0.0,2800,0.0,3100.0,0.0,1
360000,male,graduate school,single,31,1,-2,-1,-1,-2,-1,0.0,0.0,0.0,1650.0,0,0.0,1650.0,0.0,0
10000,male,high school,others,42,1,2,0,0,0,2,5440.0,9685.0,0.0,2800.0,1000,1000.0,0.0,1000.0,1
50000,male,high school,married,60,0,0,0,0,0,0,47465.0,49530.0,2068.0,1545.0,1171,1658.0,1321.0,0.0,0
10000,male,university,single,24,2,0,0,0,0,0,3035.0,9260.0,3000.0,2000.0,3000,2000.0,1000.0,0.0,0
210000,male,graduate school,married,38,1,-2,-1,0,-1,-1,-9.0,475.0,0.0,1748.0,0,800.0,475.0,975.0,1
320000,male,university,married,31,-1,-1,-1,-1,-1,-1,10063.0,11256.0,10063.0,1876.0,396,9570.600000000013,546.0,396.0,0
70000,female,university,single,23,0,0,0,0,0,0,40973.0,43718.0,1683.0,1699.0,1533,1585.0,2210.0,1875.0,0
160000,female,university,single,24,0,0,0,0,0,0,51839.0,39935.0,1676.0,1940.0,1400,1451.0,2000.0,1533.0,1
180000,male,university,married,36,0,0,0,0,-1,-1,6435.0,21866.0,2000.0,1200.0,2000,9570.600000000013,0.0,0.0,1
70000,female,university,married,27,1,2,0,0,0,0,68138.0,43353.0,0.0,2705.0,2115,1583.0,1597.0,1500.0,1
280000,female,university,single,30,-1,-1,-1,0,0,-2,207.0,0.0,207.0,3516.0,0,0.0,0.0,0.0,0
40000,male,graduate school,single,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
50000,female,high school,single,51,2,2,2,2,0,0,34554.0,36252.0,2000.0,2000.0,0,2000.0,2000.0,2000.0,0
80000,female,others,married,25,0,0,0,0,0,0,74792.0,78862.0,4000.0,3400.0,4000,3349.0,2784.0,3000.0,0
30000,male,high school,single,42,5,4,3,2,0,0,31973.0,29214.0,0.0,0.0,6,1054.0,1111.0,0.0,1
20000,female,university,married,24,-1,-1,-2,-2,-2,-2,0.0,0.0,165.0,0.0,0,528.0,0.0,0.0,0
130000,female,university,single,42,2,2,2,2,2,2,121993.0,115883.00000000003,6000.0,5000.0,4600,5000.0,5100.0,4500.0,0
10000,male,university,single,25,-1,-1,-1,-1,-1,-1,1261.0,390.0,1261.0,390.0,390,390.0,0.0,780.0,0
70000,female,graduate school,single,25,0,0,0,0,0,0,64027.0,26341.0,3213.0,1659.0,2000,1107.0,1200.0,1100.0,0
280000,male,graduate school,single,34,0,0,0,0,0,0,136905.5000000001,115883.00000000003,10300.0,10401.100000000024,10000,9570.600000000013,9500.0,9600.0,0
300000,male,graduate school,married,34,0,0,0,0,0,0,68108.0,115883.00000000003,3000.0,3500.0,10000,9570.600000000013,5200.0,5000.0,0
50000,female,university,married,40,0,0,0,0,0,0,47517.0,20085.0,2200.0,2500.0,5946,3000.0,7000.0,600.0,1
230000,male,university,married,29,0,0,0,0,0,0,99346.0,35306.0,4028.0,3000.0,2000,2000.0,1500.0,2000.0,0
80000,female,university,married,39,0,0,0,0,0,2,67331.0,73491.0,5000.0,10000.0,2550,5100.0,0.0,2700.0,0
50000,male,graduate school,single,38,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390,390.0,5010.0,390.0,1
470000,female,university,single,40,0,0,0,0,0,0,136905.5000000001,115883.00000000003,10257.0,10401.100000000024,10000,9570.600000000013,9500.0,9600.0,0
210000,male,university,single,39,0,0,0,0,0,0,35911.0,43870.0,3000.0,5000.0,3000,2000.0,1000.0,9600.0,0
200000,female,graduate school,single,32,-1,-1,-1,-1,-2,-1,-3.0,0.0,0.0,673.0,0,0.0,868.0,4.0,0
50000,male,university,married,46,0,0,0,0,0,0,49483.0,28846.0,1968.0,1644.0,1013,1044.0,1045.0,1034.0,0
300000,female,university,married,37,2,0,0,0,2,0,53056.0,59973.0,2000.0,2000.0,7100,0.0,2000.0,994.0,0
500000,female,graduate school,married,33,-1,-1,-1,-1,-1,-1,1110.0,1416.0,1110.0,1416.0,1416,1416.0,1416.0,5723.0,0
150000,female,university,married,36,-2,-2,-2,-2,-2,-2,50048.0,26265.0,8000.0,10401.100000000024,1941,9570.600000000013,0.0,0.0,0
50000,male,university,single,25,0,0,0,-1,-1,-2,8081.0,0.0,1286.0,10048.0,1003,0.0,0.0,0.0,0
270000,male,graduate school,married,37,0,0,0,0,0,0,136905.5000000001,77944.0,7000.0,9000.0,5000,3000.0,3000.0,3000.0,1
60000,female,university,single,27,1,2,2,2,0,0,49817.0,48803.0,1800.0,1710.0,0,1800.0,4200.0,0.0,1
200000,female,high school,single,31,0,0,2,2,2,2,136905.5000000001,115883.00000000003,10300.0,3000.0,7001,5000.0,6200.0,9600.0,0
50000,female,university,single,23,0,0,0,0,0,0,20669.0,2000.0,1150.0,1000.0,300,400.0,800.0,0.0,0
140000,female,graduate school,single,31,-2,-2,-2,-2,-2,-1,24916.0,3070.0,10300.0,10401.100000000024,3961,3070.0,2306.0,450.0,1
120000,female,university,single,25,0,0,0,0,-1,-1,4290.0,441.0,1290.0,1261.0,300,441.0,425.0,989.0,0
20000,male,university,married,29,0,0,0,0,0,0,15335.0,15920.0,1297.0,1185.0,492,510.0,557.0,324.0,0
210000,female,graduate school,single,30,-1,0,-1,-1,-1,0,21829.0,27894.0,10300.0,10401.100000000024,10000,9570.600000000013,9500.0,9600.0,0
70000,female,high school,single,27,0,0,0,0,0,2,54856.0,60179.0,2600.0,2618.0,2100,4550.0,0.0,2340.0,0
230000,male,university,single,37,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
270000,female,university,married,33,-1,-1,-1,-1,-1,-1,5430.0,4866.0,5434.0,1152.0,10000,4866.0,9500.0,1993.0,0
20000,male,graduate school,single,56,1,-2,-1,0,0,2,0.0,20269.0,0.0,10401.100000000024,519,2210.0,0.0,0.0,0
120000,female,graduate school,single,30,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,326.0,326,326.0,326.0,326.0,0
140000,female,graduate school,single,24,0,0,0,-1,-1,-1,3146.0,4716.0,1000.0,0.0,2000,4716.0,7485.0,9600.0,0
180000,female,university,single,33,0,0,0,0,0,0,136905.5000000001,115883.00000000003,7107.0,5002.0,4470,4620.0,4346.0,3800.0,0
190000,male,graduate school,married,36,-1,-1,-1,-1,-1,-1,1288.0,344.0,1288.0,1655.0,1213,344.0,221.0,9600.0,0
100000,female,university,single,29,2,2,2,2,2,2,80369.0,85574.0,2000.0,5001.0,3100,3100.0,0.0,6410.0,0
50000,female,graduate school,single,26,1,2,0,0,0,0,42226.0,40187.0,2200.0,1962.0,1562,1500.0,1474.0,2300.0,0
150000,male,high school,married,44,0,0,0,0,0,0,127679.0,76360.0,3952.0,2614.0,2631,2735.0,2740.0,2720.0,0
250000,female,university,married,38,0,0,0,0,0,0,136905.5000000001,115883.00000000003,10300.0,9327.0,8362,9000.0,9500.0,0.0,0
220000,female,graduate school,married,24,2,3,2,2,2,0,136905.5000000001,115883.00000000003,0.0,10000.0,6300,0.0,6118.0,6097.0,1
200000,male,high school,single,28,0,0,0,0,0,0,46147.0,17651.0,10300.0,3000.0,3000,2000.0,3000.0,9600.0,0
250000,female,university,married,44,0,0,0,0,0,0,41059.0,23522.0,3000.0,4000.0,3000,3000.0,2000.0,2000.0,0
280000,female,graduate school,single,32,0,0,0,0,0,0,136905.5000000001,115883.00000000003,10300.0,10401.100000000024,10000,7767.0,6308.0,5437.0,0
30000,male,high school,married,60,2,2,2,0,0,0,14078.0,16056.0,1000.0,1000.0,1000,1000.0,4600.0,0.0,1
80000,female,university,single,29,0,0,0,0,0,0,31367.0,36711.0,4000.0,4000.0,2000,4000.0,2000.0,2000.0,0
380000,female,university,single,31,0,0,0,0,0,0,136905.5000000001,115883.00000000003,10300.0,10401.100000000024,10000,9570.600000000013,9500.0,9600.0,0
350000,female,university,married,32,-2,-2,-1,0,0,0,136905.5000000001,115883.00000000003,10300.0,8111.0,10000,7000.0,6509.0,7022.0,0
160000,male,graduate school,single,48,-1,2,2,-2,-2,-2,22260.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
70000,male,high school,married,45,2,0,0,0,0,0,61595.0,48058.0,2600.0,2056.0,1700,2000.0,2000.0,2000.0,1
150000,male,graduate school,married,33,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
160000,female,graduate school,married,39,0,0,2,0,0,0,50028.0,50855.0,7500.0,0.0,2000,2000.0,2500.0,2100.0,0
40000,male,university,single,27,0,0,2,0,0,0,31589.0,33128.0,5700.0,1000.0,1200,1500.0,1500.0,1900.0,1
350000,female,university,single,30,0,0,0,2,0,0,136905.5000000001,115883.00000000003,10300.0,10401.100000000024,0,9570.600000000013,8352.0,9500.0,0
50000,male,high school,single,27,0,0,0,0,0,0,46529.0,49482.0,2138.0,1400.0,3000,5000.0,0.0,0.0,1
220000,female,graduate school,married,38,0,0,0,0,0,0,7211.0,12412.0,3000.0,3000.0,1000,2000.0,1500.0,0.0,0
200000,female,graduate school,married,26,-1,-1,-1,-1,-1,0,6666.0,11862.0,6666.0,6666.0,6666,9570.600000000013,7501.0,1000.0,0
390000,male,graduate school,married,41,-1,0,0,-1,-1,0,14439.0,4592.0,10038.0,1036.0,952,4601.0,13.0,2229.0,0
330000,male,graduate school,single,32,-2,-2,-2,-1,-1,-1,1323.0,4094.0,2701.0,363.0,513,4107.0,607.0,0.0,0
100000,male,graduate school,married,60,0,0,0,0,0,0,101801.0,98103.0,3856.0,3919.0,3986,3865.0,3760.0,3863.0,1
70000,female,university,married,58,0,0,0,0,0,0,70341.0,25221.0,3500.0,1508.0,588,1500.0,700.0,470.0,0
240000,female,graduate school,married,41,0,0,0,0,0,0,129371.0,115883.00000000003,5000.0,5000.0,6000,6000.0,5098.0,5281.0,0
30000,male,university,single,23,0,0,0,0,0,0,26948.0,27062.0,2000.0,2000.0,1400,2000.0,2100.0,2500.0,0
30000,female,university,married,43,2,2,2,2,2,2,17838.0,17711.0,3141.0,0.0,1434,0.0,1581.0,1705.0,1
160000,male,university,single,29,0,0,0,0,0,0,136905.5000000001,115883.00000000003,6150.0,5540.0,4205,4300.0,4500.0,4300.0,0
120000,female,university,married,40,0,0,0,0,0,0,15692.0,16923.0,5000.0,10000.0,5000,7000.0,5000.0,9600.0,0
10000,female,university,married,55,3,2,2,2,2,2,6339.0,6780.0,1200.0,0.0,1000,0.0,1000.0,0.0,1
470000,male,graduate school,single,33,0,0,0,0,0,0,68136.0,67538.0,5031.0,5500.0,5000,5000.0,4000.0,5000.0,0
200000,female,university,single,26,-1,-1,2,-1,0,-1,4053.0,548.0,4053.0,0.0,1904,0.0,1403.0,0.0,1
50000,male,others,single,22,0,0,0,0,0,0,7513.0,10496.0,1500.0,3000.0,1000,600.0,1000.0,404.0,0
90000,female,graduate school,single,29,1,-1,-1,-2,-2,-2,194.0,0.0,194.0,0.0,0,0.0,0.0,217.0,0
220000,female,graduate school,married,35,-1,-1,-1,-1,-1,-1,392.0,396.0,500.0,0.0,792,400.0,396.0,792.0,0
40000,female,university,single,23,-1,2,-1,-1,0,0,326.0,24572.0,0.0,326.0,10000,886.0,1075.0,830.0,1
200000,male,high school,married,50,1,2,2,2,2,2,136905.5000000001,115883.00000000003,0.0,6998.0,4558,5921.0,4526.0,5014.0,1
120000,male,university,married,43,0,0,0,0,0,0,33121.0,30587.0,2000.0,1500.0,1000,1000.0,2000.0,1000.0,0
210000,male,graduate school,married,43,-1,-1,-1,-1,-2,-1,724.0,-232.01,724.0,1000.0,0,0.0,3000.0,670.0,1
30000,female,university,single,22,-1,3,2,0,0,2,30408.0,30121.0,0.0,0.0,1013,2400.0,0.0,1200.0,0
110000,male,university,married,54,2,2,2,2,2,2,58039.0,60819.0,2700.0,2300.0,2400,2300.0,2400.0,0.0,1
280000,male,university,married,35,0,0,0,0,0,0,136905.5000000001,115883.00000000003,10300.0,10401.100000000024,10000,9570.600000000013,9475.0,9239.0,0
150000,female,graduate school,married,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
20000,male,high school,single,49,0,0,0,0,0,0,16030.0,19193.0,1600.0,2500.0,1000,846.0,1000.0,593.0,0
80000,male,university,single,25,0,0,0,0,0,0,24513.0,20842.0,2306.0,2000.0,1000,2000.0,1500.0,9600.0,0
50000,male,university,married,43,2,0,0,0,0,0,30566.0,29224.0,1878.0,1641.0,1000,934.0,1109.0,960.0,1
170000,male,graduate school,single,36,0,0,0,0,0,0,94089.0,97227.0,4000.0,5000.0,3000,4000.0,8000.0,4000.0,0
200000,male,graduate school,married,45,1,-1,-1,-2,-2,-2,479.0,0.0,479.0,0.0,0,0.0,0.0,0.0,1
300000,male,graduate school,single,38,-1,-1,-1,-1,-1,-1,390.0,284.0,390.0,390.0,374,300.0,1170.0,1170.0,0
100000,male,university,married,46,2,2,2,0,0,0,18219.0,18446.0,1300.0,0.0,700,700.0,700.0,800.0,1
80000,male,graduate school,single,28,1,2,-1,0,-1,-1,1961.0,380.0,0.0,1700.0,2000,380.0,1951.0,1900.0,0
30000,male,graduate school,married,32,0,0,2,0,0,0,31065.0,29651.0,3434.0,0.0,597,593.0,31.0,0.0,1
80000,female,graduate school,married,35,0,0,0,0,0,0,22441.0,5623.0,1701.0,2000.0,2000,1000.0,2000.0,3000.0,0
60000,male,graduate school,single,30,-1,-1,-1,-1,-1,-1,264.0,264.0,264.0,264.0,264,264.0,264.0,0.0,1
110000,female,university,single,24,0,0,0,0,0,0,96263.0,24773.0,4260.0,2310.0,1010,980.0,900.0,750.0,0
10000,female,university,married,46,1,2,-1,-1,-1,-1,9628.0,2140.0,121.0,4060.0,4530,2140.0,1875.0,0.0,1
290000,female,high school,single,32,0,0,0,0,0,0,24610.0,24826.0,3000.0,3000.0,3000,3000.0,3000.0,3000.0,0
30000,male,graduate school,single,26,0,0,-1,-1,-1,-1,27000.0,30525.0,1000.0,780.0,0,9570.600000000013,0.0,0.0,0
60000,male,university,single,45,0,0,0,0,0,0,60423.0,27730.0,2500.0,1509.0,1000,1000.0,2000.0,1500.0,0
150000,male,high school,married,49,0,-1,-1,-1,-1,-1,4048.0,4697.0,4054.0,2866.0,4082,4697.0,1735.0,0.0,0
500000,female,high school,married,40,-2,-2,-1,-1,-1,-1,15344.0,9777.0,10300.0,3691.0,10000,9570.600000000013,9500.0,9600.0,0
30000,male,university,married,29,0,0,0,0,0,0,25066.0,15525.0,2000.0,1500.0,1400,1000.0,0.0,0.0,0
160000,female,university,single,51,-1,-1,-1,-1,-1,-1,5932.0,5487.0,5932.0,4353.0,3835,6934.0,3370.0,2276.0,0
50000,female,university,married,31,0,0,0,0,0,-1,48748.0,6251.0,2350.0,3000.0,1000,6000.0,400.0,9600.0,1
50000,female,graduate school,single,42,-1,-1,-1,-1,-1,2,37073.0,42610.0,10300.0,7700.0,10000,9570.600000000013,587.0,9162.0,0
160000,male,university,single,30,2,2,2,2,2,2,76907.0,81089.0,3300.0,3000.0,3200,3152.0,3200.0,3100.0,0
150000,female,graduate school,single,23,0,0,0,0,0,0,136905.5000000001,77642.0,5900.0,5598.0,4440,2800.0,3000.0,3000.0,0
30000,female,university,married,42,0,0,0,0,0,2,30470.0,30695.0,3671.0,1500.0,1018,2900.0,0.0,869.0,0
350000,male,graduate school,married,35,0,0,2,-1,2,2,5338.0,2233.0,3000.0,0.0,2500,0.0,5000.0,0.0,0
20000,female,graduate school,single,24,0,0,0,0,0,0,18714.0,20204.0,2000.0,1300.0,1500,2500.0,1000.0,1000.0,0
50000,male,university,single,39,0,0,0,0,0,0,8464.0,9736.0,1500.0,1500.0,400,344.0,371.0,314.0,0
180000,male,high school,married,27,0,0,0,0,0,0,11757.0,753.0,2000.0,1700.0,300,0.0,9500.0,1000.0,1
30000,male,high school,single,23,2,0,0,0,0,0,30419.0,25707.0,2033.0,1420.0,0,92.0,0.0,0.0,1
100000,male,university,married,52,0,0,0,0,0,0,56636.0,24482.0,2403.0,2875.0,1010,9570.600000000013,1074.0,580.0,0
20000,male,university,single,24,1,2,2,2,2,2,12906.0,13297.0,1500.0,500.0,0,1100.0,0.0,1500.0,0
80000,male,graduate school,single,29,0,0,0,0,0,0,75323.0,42231.0,3300.0,2500.0,1556,1600.0,1600.0,1600.0,0
150000,male,university,married,43,0,0,0,0,0,0,89951.0,74531.0,5016.0,5050.0,3026,5000.0,5012.0,4057.0,0
230000,female,graduate school,single,30,-1,-1,-1,-1,-1,-1,-200.0,711.0,0.0,4851.0,0,711.0,5650.0,0.0,0
50000,male,graduate school,married,25,0,0,2,0,0,0,5891.0,4041.0,1500.0,1000.0,2000,1000.0,1000.0,2000.0,0
210000,female,graduate school,single,39,-1,-1,-1,0,-1,-1,1772.0,1429.0,1777.0,3613.0,5,1433.0,2387.0,2857.0,0
50000,male,university,others,41,0,0,0,0,0,0,40893.0,40045.0,1679.0,1640.0,1449,1454.0,1466.0,1526.0,0
240000,female,university,married,37,0,-1,-1,0,-1,-1,1346.0,7363.0,1346.0,3195.0,0,7383.0,1546.0,4390.0,0
500000,female,high school,single,40,0,0,0,0,0,0,136905.5000000001,115883.00000000003,10300.0,10401.100000000024,10000,9570.600000000013,9500.0,9600.0,0
210000,male,university,single,28,0,0,0,-2,-2,-2,6200.0,0.0,1000.0,0.0,0,0.0,0.0,0.0,0
160000,female,university,married,40,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,0
250000,female,graduate school,single,48,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
500000,female,graduate school,single,46,0,0,0,0,-1,-1,18050.0,1147.0,5001.0,3007.0,8000,1147.0,5492.0,3000.0,0
100000,male,university,married,35,1,2,2,2,2,2,57604.0,63827.0,0.0,6000.0,4000,0.0,5100.0,2200.0,1
20000,female,university,single,26,0,0,0,0,0,0,17518.0,19052.0,1700.0,2484.0,1000,475.0,363.0,4000.0,0
30000,female,university,married,30,0,0,0,-2,-2,-2,15525.0,0.0,1525.0,0.0,0,0.0,0.0,0.0,0
50000,female,graduate school,single,27,0,-1,-1,-1,-1,-1,1400.0,42958.0,1400.0,780.0,390,9570.600000000013,3500.0,0.0,0
160000,male,university,single,27,0,0,2,2,0,0,118110.0,115883.00000000003,10300.0,5000.0,0,5000.0,4958.0,9600.0,0
50000,male,high school,single,28,1,-1,-1,0,-1,-1,99.0,386.0,10000.0,103.0,245,386.0,9500.0,2000.0,0
90000,female,high school,married,25,-1,-1,-1,-1,0,-1,174.0,390.0,174.0,1473.0,780,0.0,780.0,0.0,1
20000,male,university,single,28,0,0,0,0,0,0,12811.0,12879.0,1582.0,1400.0,1000,500.0,2000.0,500.0,0
50000,male,graduate school,married,44,0,0,0,0,-2,-2,36275.0,0.0,2000.0,1871.0,0,0.0,0.0,0.0,0
230000,female,high school,single,39,1,2,0,0,0,-2,10923.0,0.0,0.0,3200.0,0,0.0,0.0,0.0,0
150000,male,university,single,31,3,2,2,0,0,2,77728.0,77706.0,3400.0,0.0,2960,3100.0,3000.0,2711.0,0
50000,male,graduate school,single,45,0,0,0,0,0,0,49966.0,19992.0,2212.0,2503.0,693,1000.0,1000.0,1000.0,0
280000,female,graduate school,single,36,-1,-1,-1,-1,-2,-2,0.0,0.0,0.0,720.0,0,0.0,0.0,0.0,0
500000,female,graduate school,married,37,0,0,0,0,0,0,136905.5000000001,115883.00000000003,10000.0,10401.100000000024,10000,9570.600000000013,9500.0,9600.0,0
90000,female,university,married,47,-1,-1,-1,-1,-1,-1,43542.0,10880.0,10300.0,10401.100000000024,880,9570.600000000013,880.0,1080.0,0
360000,male,graduate school,single,29,-1,0,0,0,-1,-1,44466.0,12525.0,5135.0,10401.100000000024,103,9570.600000000013,7518.0,6412.0,0
140000,male,university,single,50,0,0,0,0,0,-2,88727.0,-232.01,4410.0,1804.0,10000,9570.600000000013,0.0,9600.0,0
140000,male,graduate school,single,44,-1,-1,-1,-1,-1,-1,5717.0,5280.0,5717.0,7146.0,5930,5280.0,5930.0,0.0,0
230000,female,graduate school,single,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
50000,female,university,single,25,0,0,2,0,0,0,37002.0,16030.0,6455.0,0.0,1500,3000.0,5000.0,5000.0,0
130000,female,university,married,50,-1,-1,-1,-1,-1,-1,1027.0,836.0,1027.0,2172.0,836,836.0,0.0,2508.0,0
330000,female,graduate school,single,44,0,0,2,0,0,0,136905.5000000001,115883.00000000003,10300.0,0.0,9400,9542.0,9500.0,9600.0,1
210000,male,graduate school,single,30,-1,-1,-1,-1,0,0,0.0,20302.0,0.0,1000.0,10000,5302.0,5112.0,4213.0,0
10000,female,graduate school,married,27,2,0,0,0,0,2,5937.0,8108.0,1256.0,1264.0,407,1291.0,435.0,0.0,0
50000,female,university,married,54,0,0,0,0,0,0,49724.0,17435.0,1925.0,2152.0,800,610.0,620.0,900.0,0
100000,female,graduate school,married,46,0,0,0,2,0,0,41602.0,48400.0,3000.0,7000.0,0,2500.0,4000.0,0.0,0
70000,female,high school,married,26,0,0,0,0,0,0,38209.0,26590.0,3000.0,2000.0,955,3000.0,3000.0,790.0,0
